country,year,year_cct,cct_name,share_owners_rural,share_owners_urban,share_owners_mean,n_rooms_rural,n_rooms_urban,n_rooms_mean,person_per_room_rural,person_per_room_urban,person_per_room_mean,share_poor_dwellings_rural,share_poor_dwellings_urban,share_poor_dwellings_mean,dwellings_low_quality_rural,dwellings_low_quality_urban,dwellings_low_quality_mean,water_rural,water_urban,water_mean,hygienic_restrooms_rural,hygienic_restrooms_urban,hygienic_restrooms_mean,sewerage_rural,sewerage_urban,sewerage_mean,electricity_rural,electricity_urban,electricity_mean,telephone_rural,telephone_urban,telephone_mean
Paraguay,2006,2005.0,Tekoporã,86.35063,75.054973,79.716236,4.6392343,5.1005194,4.9100729,1.0678617,0.9076355,0.97378661,24.287282,5.5748743,13.302889,33.451854,5.2294037,16.875221,64.298325,92.804135,81.035203,40.052143,87.12766,67.692023,0.22515359,15.759205,9.3458034,94.180495,98.670848,96.816957,52.937897,79.838939,68.732552
Paraguay,2007,2005.0,Tekoporã,86.080283,74.732915,79.270173,4.7363327,5.3111666,5.0813186,1.0778079,0.84740783,0.93953358,23.47719,5.3299923,12.58617,33.717343,5.5293154,16.796813,66.513943,94.065228,83.048815,42.352152,86.719874,68.979389,0.3092334,17.125937,10.401759,92.797683,98.72917,96.357458,65.900239,85.899425,77.902727
Paraguay,2008,2005.0,Tekoporã,82.568858,71.099946,75.773086,4.6856729,5.3722897,5.0925198,1.0507584,0.85565614,0.93515279,21.116448,6.0902508,12.216205,31.890812,6.012047,16.54401,68.712905,94.065162,83.735094,43.010472,89.049952,70.290638,0.48531418,15.945732,9.6462074,93.33892,99.130259,96.770511,79.532138,93.872402,88.029297
Paraguay,2009,2005.0,Tekoporã,81.434275,70.205494,74.66457,4.6889543,5.3849147,5.1086913,1.0375537,0.83455792,0.91512601,21.335326,5.48342,11.773275,33.249099,5.7002968,16.633296,68.926247,96.411295,85.502607,41.290828,88.050545,69.49183,0.87144851,16.908077,10.543214,94.673734,98.332675,96.880458,79.99954,92.397105,87.476569
Paraguay,2010,2005.0,Tekoporã,83.830222,69.37429,75.1445,4.581731,5.2430682,4.9792443,1.0645758,0.85837545,0.94063392,21.974567,7.8587735,13.489915,33.666257,5.2117812,16.558553,75.34096,95.629774,87.536062,41.277251,89.680343,70.371145,0.40267086,13.753221,8.427354,94.314464,99.567911,97.472181,78.188802,93.747417,87.542057
Paraguay,2011,2005.0,Tekoporã,83.18737,76.586154,79.242558,4.6839445,5.4850196,5.1626579,0.99517146,0.80703623,0.88274398,22.255051,4.9360462,11.898905,29.315893,4.4166657,14.420285,78.564985,96.042333,89.00925,48.553084,91.655316,74.310489,0.06273308,16.009006,9.5920449,96.28021,99.560173,98.240278,84.781022,95.818295,91.376771
Paraguay,2012,2005.0,Tekoporã,83.504299,72.402094,76.82587,4.4842417,5.4054625,5.0383936,1.0206782,0.8114403,0.89481307,26.436116,6.2384663,14.285916,32.773895,4.2835399,15.637384,78.09849,97.169822,89.570674,45.189397,93.021564,73.962397,0.05063877,16.898646,10.185402,95.227577,99.640078,97.881877,88.476223,97.386521,93.836131
Paraguay,2013,2005.0,Tekoporã,83.860225,72.277042,76.893761,4.6386534,5.4241148,5.1111167,0.94578694,0.82342488,0.87218486,17.650093,4.7675196,9.9042371,24.598648,2.9009723,11.526995,82.467248,98.114096,91.878992,55.164644,93.510313,78.229969,2.5654531,15.96298,10.624207,97.917936,99.81339,99.057917,91.161864,96.853859,94.584835
Paraguay,2014,2005.0,Tekoporã,81.791637,73.23382,76.58297,4.7955965,5.3599681,5.1390981,0.93152422,0.80635273,0.8553393,0.318787,4.1337355,2.6401286,23.254748,3.4351911,11.191687,84.207988,97.414716,92.246188,59.200149,93.704531,80.201045,1.2685296,16.426765,10.494504,97.587115,99.832005,98.953454,91.761334,97.973518,95.542344
Paraguay,2015,2005.0,Tekoporã,82.571821,73.203305,76.846282,4.7624226,5.3402386,5.115553,0.91056603,0.78745309,0.83532721,0.68164726,5.4903719,3.6198057,21.161543,3.8538886,10.596311,88.609974,98.250617,94.501822,59.392417,94.431332,80.806339,4.4164998,18.325391,12.916875,98.661568,99.815865,99.367013,92.869265,98.294734,96.185024
Paraguay,2016,2005.0,Tekoporã,83.183295,73.869929,77.488315,4.5702163,5.3112595,5.0233643,0.93140204,0.80287323,0.85279907,0.40278166,3.5623417,2.334428,25.535908,4.9754558,12.959302,86.875123,98.064401,93.717367,56.251451,93.666739,79.130903,0.47615363,15.624232,9.7392049,98.010719,99.732467,99.063568,94.21518,98.557683,96.870621
Paraguay,2017,2005.0,Tekoporã,83.565744,76.312117,79.110764,4.6515758,5.2277054,5.0054189,0.90893211,0.80329994,0.84405571,0.27408374,3.5208258,2.2678183,19.305111,3.8795873,9.8229488,89.79429,98.227405,94.973679,65.056683,94.244998,82.983351,0.68211154,15.181782,9.5874139,98.35299,99.840237,99.266416,96.024311,98.158829,97.335274
Paraguay,2018,2005.0,Tekoporã,86.919827,75.084618,79.521801,4.7945858,5.3949682,5.1698766,0.88173674,0.7593167,0.80521365,0.17235974,3.7936972,2.4360081,16.80322,3.2968855,8.3604679,89.667777,98.056587,94.911507,65.608586,95.046422,84.009773,0.16270165,13.548638,8.530067,99.060342,99.829961,99.541421,95.582836,97.700825,96.906762
Paraguay,2019,2005.0,Tekoporã,85.148165,74.237511,78.30174,4.8469183,5.4263318,5.2104997,0.84513993,0.74427274,0.78184586,0.4517274,3.6493766,2.4582494,15.296072,3.7495083,8.0506137,91.774125,98.519317,96.006726,69.012019,96.043388,85.974178,0.35003111,14.319857,9.1160841,99.038207,99.867204,99.558402,94.710497,98.150343,96.868997
Paraguay,2020,2005.0,Tekoporã,85.70396,76.261414,79.773088,4.9352304,5.421708,5.2407874,0.84100031,0.75215167,0.78518947,0.59040197,3.2228978,2.2440066,13.513743,2.4519792,6.5658397,93.399502,98.793875,96.787712,72.733922,96.431586,87.618445,0.56012084,13.571313,8.7324618,99.050098,99.895561,99.581134,95.831923,99.053822,97.855601
Paraguay,2021,2005.0,Tekoporã,86.869931,76.060497,80.013506,4.8627639,5.351247,5.1726087,0.81667778,0.73599116,0.76549825,0.07827291,3.5461767,2.2779646,12.43409,2.325697,6.0223353,94.41917,99.331966,97.535357,76.429964,96.672664,89.265835,0.48602673,14.674127,9.4826833,99.21388,99.924244,99.664464,94.906865,98.791129,97.36899
Paraguay,2022,2005.0,Tekoporã,86.67664,75.47192,79.66575,4.805923,5.394152,5.173983,0.799397,0.724285,0.752399,0.159827,3.494562,2.246398,11.47367,2.005911,5.549615,93.03573,99.22824,96.91043,76.17282,97.64549,89.60845,0,15.70798,9.828614,99.24666,99.94847,99.68579,93.53004,98.40144,96.57857
Paraguay,2023,2005.0,Tekoporã,86.42126,77.07041,80.66676,4.858231,5.476255,5.238538,0.762143,0.686937,0.715865,0.597781,3.147953,2.167053,10.73723,1.83484,5.259062,95.23464,99.27859,97.72312,80.32108,97.36322,90.80811,0.222663,15.74544,9.774742,99.5087,99.95856,99.78553,95.03238,97.64685,96.6412
Peru,2001,2005.0,Juntos,83.579674,66.113448,71.576376,2.4756449,3.3994759,3.1050464,2.3628689,1.6877967,1.9029455,9.3496304,7.449216,8.0547404,17.872704,8.933915,11.78206,35.926449,80.780762,66.751637,15.48271,79.833721,59.706595,4.6986935,73.97803,52.309467,27.617721,92.363804,72.113111,0.86959489,38.117734,26.467599
Peru,2002,2005.0,Juntos,83.4347,66.539899,71.685149,2.425663,3.3502448,3.0642306,2.3492278,1.6525413,1.8680574,8.9115569,5.6231736,6.640206,19.857785,9.6813203,12.828701,32.889924,81.759007,66.876105,15.221844,79.508016,59.929896,5.316453,74.371475,53.341019,29.971636,93.830749,74.382688,0.81478474,39.33443,27.603412
Peru,2003,2005.0,Juntos,86.560451,69.369312,74.570002,2.4857735,3.5349028,3.2106699,2.2549734,1.5636665,1.7773146,9.8915778,7.5396151,8.2660939,19.31117,10.321052,13.097937,31.682984,80.507469,65.73701,17.783729,81.69493,62.360414,4.7784837,73.251105,52.536661,29.695809,93.762531,74.380966,0.6524835,41.431925,29.095265
Peru,2004,2005.0,Juntos,85.797251,67.535943,72.993882,2.6395479,3.6885276,3.3676921,2.1277817,1.5216079,1.707009,8.8390056,9.5639381,9.3422239,18.483037,10.584961,13.000518,32.228462,81.444278,66.734658,22.56257,82.556009,64.625173,5.8579208,74.81079,54.20216,32.028739,94.305688,75.692357,1.635296,47.129165,33.53196
Peru,2005,2005.0,Juntos,84.853635,66.747423,72.016741,2.7063664,3.6689502,3.3836579,2.0767155,1.4557287,1.6397779,11.233153,8.625124,9.3979491,21.016372,9.942181,13.223745,29.924564,82.771286,67.391693,29.60653,84.766019,68.713359,6.1359958,75.701293,55.456216,34.584732,94.65564,77.173645,1.7775716,51.58749,37.091676
Peru,2006,2005.0,Juntos,85.892569,65.789121,71.47987,2.8329686,3.7516685,3.4857594,2.0002732,1.4353362,1.5988519,9.0044563,9.6857429,9.4885508,18.478291,9.5657477,12.1454,32.457431,83.279167,68.892892,34.3635,86.562851,71.78661,6.0145417,77.214951,57.060018,39.626711,96.160471,80.157275,4.0402767,59.348627,43.692312
Peru,2007,2005.0,Juntos,83.521821,61.848641,67.792253,2.8609582,3.6038401,3.3952261,1.966688,1.4916262,1.6250317,7.970492,7.9146225,7.9303095,21.882936,12.592379,15.201328,32.388923,84.189281,69.983649,32.694686,84.349561,70.183827,7.6431837,78.125556,58.796604,45.41024,95.809539,81.988131,11.524862,72.126821,55.507455
Peru,2008,2005.0,Juntos,84.123975,63.334543,68.813734,2.9567628,3.5858885,3.4153853,1.8836849,1.4613874,1.5758368,7.3448485,7.5893877,7.5231109,21.233629,12.811067,15.093717,31.651499,84.709983,70.726071,37.326568,85.474196,72.784572,7.9868103,79.882062,60.933596,50.133503,97.041166,84.678343,24.74888,81.975323,66.892918
Peru,2009,2005.0,Juntos,83.250128,61.137068,66.908276,2.9982516,3.6740057,3.4932583,1.840929,1.4138646,1.5280937,5.8054814,7.4261344,6.9926795,20.434102,12.185536,14.391823,34.415139,86.044015,72.569579,40.848391,86.521154,74.601182,9.4895644,81.636665,62.80725,55.129787,97.476145,86.42432,36.432154,86.418108,73.372452
Peru,2010,2005.0,Juntos,84.448117,61.545967,67.347009,3.024743,3.7006965,3.525724,1.7930729,1.382174,1.4885363,8.699968,7.6117297,7.8934635,20.448811,11.261054,13.639331,38.33129,87.348664,74.93272,44.735035,87.980719,77.026725,10.556249,83.169428,64.776741,58.5864,98.142493,88.123061,46.691885,88.27709,77.74369
Peru,2011,2005.0,Juntos,86.128772,62.466788,68.475486,3.0069248,3.7248545,3.5383088,1.7411926,1.3455673,1.448366,8.3768628,7.4461925,7.6879724,21.052375,11.92803,14.298886,36.398012,88.850773,75.530976,43.976902,88.731097,77.349579,12.170739,84.579904,66.165402,64.237932,98.376636,89.707491,50.603273,90.17851,80.128818
Peru,2012,2005.0,Juntos,86.161321,63.531467,69.198178,2.9536626,3.7034104,3.5117912,1.7161982,1.2994505,1.4059621,7.8205708,7.032099,7.2336151,20.663843,11.203293,13.621203,52.948543,90.049065,80.758774,42.820912,88.985319,77.425353,12.79161,85.459544,67.262866,68.558489,98.629566,91.099508,58.93359,91.161882,83.09164
Peru,2013,2005.0,Juntos,87.175985,64.708151,70.200074,2.9962368,3.641407,3.4806182,1.6461551,1.3036767,1.3890288,6.3275989,5.832137,5.9556294,20.408544,11.177473,13.478032,53.987217,89.757086,81.013681,45.028364,88.449423,77.8358,14.642512,84.577337,67.482823,71.597192,98.779725,92.135365,63.686736,92.509362,85.464106
Peru,2014,2005.0,Juntos,87.437097,64.977554,70.469777,2.9742032,3.6264733,3.4640829,1.5804966,1.2935322,1.3649754,5.8628894,5.6613838,5.711551,20.287133,11.111733,13.396058,62.290073,91.092603,84.049276,44.706562,88.445946,77.749982,15.135095,84.666153,67.663132,74.504761,98.880892,92.919989,69.609522,92.995285,87.276566
Peru,2015,2005.0,Juntos,86.372723,64.541106,69.774393,2.8750732,3.4920102,3.3418861,1.5977331,1.3042034,1.3756303,5.0791918,5.3874576,5.3124354,19.849712,12.253646,14.102056,62.855759,90.356968,83.764615,43.615993,88.358914,77.633527,16.731683,84.625007,68.350205,77.92171,98.874896,93.852179,73.609758,94.039115,89.141965
Peru,2016,2005.0,Juntos,84.968731,63.510176,68.595662,2.8850854,3.4921986,3.3463962,1.568081,1.295797,1.3611879,4.2710655,5.5887292,5.2722709,19.956169,12.062395,13.95814,67.118056,92.381622,86.394382,44.739935,89.234577,78.689744,17.249399,85.367778,69.22433,78.933198,98.892099,94.162018,76.79259,94.956639,90.651921
Peru,2017,2005.0,Juntos,85.118729,64.31679,69.19548,2.9104976,3.5391579,3.3896567,1.5022447,1.2666354,1.3226654,3.9970187,5.840494,5.402082,19.343647,11.876787,13.652475,67.809421,91.731397,86.120964,44.658578,89.454199,78.948259,18.720758,85.85185,70.107561,81.349538,98.947961,94.820594,78.919128,95.340599,91.489263
Peru,2018,2005.0,Juntos,85.907323,65.17476,69.956643,2.9101008,3.5329363,3.3870825,1.4650002,1.2439912,1.2957464,3.1722956,4.9247086,4.5143367,18.446921,11.118082,12.834328,70.075755,92.8381,87.588057,44.495443,89.752,79.313757,19.772571,86.589187,71.178204,82.302849,99.036842,95.177214,80.115557,95.654438,92.070458
Peru,2019,2005.0,Juntos,86.214329,65.475334,70.165143,2.9400656,3.5421526,3.4041119,1.436485,1.2337177,1.2802062,2.7906517,5.7538827,5.074502,18.748734,10.816683,12.635266,72.645872,92.788716,88.233718,44.409395,90.16509,79.818135,21.940899,87.898008,72.98281,83.459035,99.085709,95.551974,81.37533,96.400932,93.003121
Peru,2020,2005.0,Juntos,87.240351,65.569897,70.208051,2.9271171,3.4519934,3.3383728,1.4517753,1.2516453,1.2949677,2.6969503,2.5063888,2.5476399,16.964898,11.228606,12.470349,75.432263,90.930366,87.613288,50.27488,87.97688,79.907475,23.148031,84.759463,71.572692,85.872021,98.994951,96.186234,88.219961,97.495733,95.510428
Peru,2021,2005.0,Juntos,85.117869,62.306772,67.241324,2.8705172,3.3018778,3.2072013,1.3775775,1.2504383,1.2783433,2.5383747,4.2952664,3.9098241,17.158871,12.143943,13.244162,74.27221,90.628003,87.089878,50.891198,88.004297,79.975901,22.175415,84.936815,71.360116,83.559247,98.904849,95.585251,85.360874,97.199283,94.63837
Peru,2022,2005.0,Juntos,84.645847,62.845564,67.454921,2.9339316,3.3090331,3.2287288,1.3647972,1.2551357,1.2786128,2.5841648,5.310203,4.7265939,16.979963,11.893853,12.982723,74.08587,90.032856,86.661095,49.549734,87.424137,79.416139,22.739756,84.364998,71.335227,84.954727,98.71833,95.808214,86.160024,97.276907,94.926402
Uruguay,2006,,,52.50846,61.325497,60.74779,3.3159965,3.3314978,3.3304824,1.0227648,1.0064148,1.0074857,0.54971849,0.28742182,0.30460795,9.1043431,1.371315,1.8779961,11.434736,96.888094,91.289045,67.905011,91.415475,89.875029,1.3713408,58.634985,54.882974,86.772768,99.328071,98.505426,68.342421,84.426483,83.372628
Uruguay,2007,,,54.349679,59.14454,58.833725,3.3314041,3.3444142,3.3435708,0.98068364,0.98105539,0.9810313,0.8225283,0.17010928,0.21240067,9.1510012,1.0571447,1.5818082,13.191858,97.063331,91.62545,67.252905,90.881894,89.350205,0.75523053,58.612029,54.86161,88.608731,99.391608,98.692636,80.203987,91.611674,90.8722
Uruguay,2008,,,52.620452,58.988865,58.572701,3.415532,3.4508712,3.4485619,0.94550318,0.94093336,0.94123199,0.29863544,0.15018911,0.15988979,9.2044766,1.0614535,1.5935843,11.30823,97.415672,91.788717,69.913218,91.641506,90.221604,0.81311631,60.023547,56.154259,88.937183,99.472839,98.784355,87.024142,94.065515,93.605375
Uruguay,2009,,,47.834138,54.599928,54.162793,3.3873665,3.446635,3.4428085,0.92094552,0.91904062,0.9191636,0.21432633,0.14481778,0.14930871,7.8688381,1.0929815,1.5307675,14.372986,97.171119,91.821557,71.40566,92.299279,90.949349,0.80627524,61.039385,57.147742,90.909356,99.450941,98.899072,81.409013,91.37589,90.731933
Uruguay,2010,,,47.309061,55.27301,54.813709,3.5938594,3.4790176,3.4856408,0.90439254,0.90486721,0.90483984,0.36908508,0.08999539,0.10609121,7.0184984,1.1451014,1.4838353,15.988295,97.594963,92.888497,73.368526,92.693454,91.578936,1.2160692,57.656628,54.401556,92.62271,99.510515,99.113278,87.027615,91.98501,91.699105
Uruguay,2011,,,50.471557,52.732051,52.5403,3.7065899,3.4552413,3.4765624,0.84680293,0.90018345,0.89565535,0.31835094,0.11010088,0.12776609,7.4543863,0.68836103,1.2623019,18.81852,98.535492,91.773349,74.586641,93.880088,92.243485,1.2405738,64.23999,58.895946,93.353429,99.622946,99.091122,87.767365,94.004481,93.475406
Uruguay,2012,,,48.072181,52.884194,52.581136,3.6747646,3.4433166,3.4578931,0.86250706,0.91887417,0.91532419,0.32644026,0.08446781,0.09970714,5.0843421,0.61669977,0.89807018,19.451917,98.807469,93.809686,79.581372,94.323895,93.395416,1.1726631,64.813742,60.805651,95.062766,99.775788,99.478964,90.43516,94.697079,94.428665
Uruguay,2013,,,49.453605,53.975856,53.740818,3.8534329,3.4392025,3.4607316,0.87209841,0.9106028,0.90860158,0.20164569,0.10297027,0.10809879,3.7369499,0.8826023,1.0309531,18.860377,98.302016,94.173146,83.460175,94.603734,94.024563,0.50086187,63.095277,59.842019,97.043614,99.752604,99.611808,91.992715,95.199802,95.033118
Uruguay,2014,,,47.066681,53.20856,52.889246,3.6993132,3.4224662,3.4368593,0.87833832,0.88831496,0.88779628,0.30959752,0.14651547,0.15499404,4.3657965,0.7760149,0.96264619,21.57439,98.537862,94.536562,83.528469,94.87825,94.288179,0.5484748,63.278913,60.017583,97.450928,99.778072,99.657085,92.973551,95.841977,95.692849
Uruguay,2015,,,48.770812,53.180338,52.950845,3.8422828,3.4411228,3.4620011,0.86181736,0.88817452,0.88680276,0.15462468,0.08960873,0.09299248,3.6235279,0.55240139,0.71223786,21.075813,98.733473,94.691788,85.182582,95.622892,95.079527,0.84496923,64.268926,60.968032,97.947709,99.806205,99.70948,94.75057,96.390783,96.305419
Uruguay,2016,,,50.375729,51.602189,51.538317,3.7574329,3.4208556,3.4383839,0.86193722,0.88958414,0.88814434,0,0.08915056,0.08450777,4.2489304,0.45524052,0.65280836,25.57604,98.953784,95.132417,85.703617,95.851379,95.322904,0.64410735,64.562355,61.233619,98.199922,99.808792,99.725005,94.246597,96.535608,96.416401
Uruguay,2017,,,48.912237,52.183059,52.012324,3.8228677,3.4851813,3.5028084,0.85079375,0.86932755,0.8683601,0.1776885,0.07224671,0.07775071,3.2153894,0.41986487,0.56578969,21.77534,98.630291,94.618505,87.601978,96.446636,95.98495,0.99196539,65.178021,61.827545,98.428616,99.846061,99.772071,94.156366,96.685927,96.553885
Uruguay,2018,,,49.628171,52.525321,52.376319,3.8215379,3.4852326,3.502529,0.84632129,0.86493781,0.86398035,0.14998125,0.05175584,0.05680764,2.6684164,0.39481832,0.51175082,21.648856,98.747526,94.782295,89.6966,96.738874,96.376685,1.112361,66.051385,62.711532,98.889201,99.829062,99.780724,95.500562,96.802658,96.73569
Uruguay,2019,,,50.313011,52.249853,52.149188,3.8381133,3.4774406,3.4961861,0.84652116,0.86932213,0.86813707,0.01696117,0.0627237,0.06034524,2.9959602,0.43822054,0.5711561,22.194468,98.745272,94.766633,89.963611,96.834229,96.477136,0.85731027,66.626851,63.208556,98.903691,99.865085,99.815118,95.260123,96.804557,96.724287
Uruguay,2021,,,51.752004,52.848109,52.793252,3.9139795,3.4513605,3.4745132,0.8411498,0.87258569,0.87101242,0.20639835,0.08565239,0.09169537,2.3497658,0.29643756,0.39920065,22.710169,98.696059,94.893188,94.220846,97.148712,97.002181,0.96213384,67.319682,63.998681,99.825355,99.949395,99.943187,49.500675,56.39733,56.052173
Uruguay,2022,,,50.868387,53.152046,53.025069,3.6736917,3.4810649,3.4917754,0.84689227,0.86991621,0.86863602,0.08412947,0.04617398,0.0482844,1.5670897,0.2571471,0.32998303,26.743191,99.394029,95.35447,93.373734,97.730759,97.488498,1.2847569,69.481265,65.689377,99.609297,99.952147,99.933084,42.011978,56.178708,55.391005
Venezuela,1992,,,79.154801,63.621966,76.237511,,,,,,,9.9677379,6.0896742,9.2395336,,,,91.7049,99.157346,93.104438,87.572383,99.429265,89.799057,,,,97.329876,99.940829,97.820203,,,
Venezuela,1995,,,82.835853,78.970625,82.139912,4.1573746,4.1021843,4.1474177,1.4487678,1.2325897,1.4097669,6.3858323,3.4606852,5.8592418,9.2992423,3.4193659,8.238449,91.736923,99.5527,93.146974,84.218855,98.785303,86.8468,67.140973,97.107264,72.547217,98.839764,99.651482,98.986206,26.237092,48.791619,30.306173
Venezuela,1997,,,83.202687,73.589248,81.678889,4.0755347,4.19709,4.0948316,1.4573949,1.1310616,1.4055895,6.8193028,1.784417,6.0207451,9.5090898,1.5254014,8.241678,92.489377,98.936694,93.512889,86.359463,99.288497,88.411949,69.969926,97.168729,74.28774,98.5876,99.704001,98.764829,32.449718,56.720453,36.302701
Venezuela,1998,,,83.133742,76.980056,82.167797,3.9750301,3.9435387,3.9700856,1.4901942,1.2019561,1.4449379,6.7337234,2.2688796,6.0330755,9.9181756,2.555464,8.7621556,91.72708,99.219565,92.903475,85.994818,99.444515,88.106556,69.283202,97.755176,73.753589,98.225757,99.261694,98.38841,33.240625,52.935929,36.332987
Venezuela,1999,,,81.063757,73.780998,79.852145,3.9135303,3.8782184,3.9076519,1.5142848,1.2604611,1.4720306,6.139871,2.3179226,5.5038323,9.4149491,2.2879615,8.2285136,92.182573,97.797555,93.117304,86.610468,98.510799,88.591526,67.854119,96.150786,72.564689,98.690401,99.517711,98.828124,34.68454,53.694799,37.848178
Venezuela,2000,,,80.271972,73.099321,79.064702,3.881822,3.9075983,3.8861612,1.5381343,1.2564816,1.49072,6.804261,2.46019,6.0731233,9.9321629,2.7873096,8.729376,91.148553,98.699534,92.419709,86.093091,98.747029,88.223295,67.598953,96.989734,72.546688,98.668762,99.860768,98.869428,31.436684,53.605921,35.168723
Venezuela,2001,,,78.798477,82.939914,79.112968,3.8347321,3.6311762,3.8192573,1.492326,1.589873,1.4997418,7.2590641,8.3060835,7.3385722,9.7350198,9.3196792,9.7034445,91.904919,96.193298,92.230933,87.718612,92.75301,88.101341,71.389264,80.317606,72.06802,99.874779,99.956104,99.881019,32.901128,33.215575,32.925007
Venezuela,2002,,,80.602874,75.601662,79.880776,3.5552194,3.6755553,3.5725843,1.656149,1.3866799,1.6172637,10.226417,4.8245039,9.4464638,13.016211,4.9692914,11.855013,89.947037,97.805178,91.080993,85.005886,97.778657,86.84904,65.747906,95.269043,70.007906,99.79681,99.844085,99.803716,,,
Venezuela,2003,,,81.544651,79.222656,80.509818,3.4889664,3.6832624,3.5755744,1.6773893,1.5034266,1.5998449,11.051645,6.4276341,8.9908816,14.515769,7.2740891,11.287768,88.447826,96.219561,91.912101,83.052973,93.487636,87.704256,60.553993,84.538086,71.244976,95.671368,95.575099,95.628145,39.855457,57.123426,47.551166
